Internship_ID,Company_Name,Sector,Smart_City_Assigned,Fallback_City,Domain,Required_Skills,Required_Language,Location,Capacity,Reserved_Seats,Rural_Urban_Distribution,Duration,Stipend,Mode,Type,Minimum_Qualification,Min_CGPA,Eligibility_Stream,Application_Deadline
I2745,HCLTech,IT,Lucknow,Kanpur,Water Supply,"AI, Cloud, SQL, Web Dev",Regional,Lucknow,53,"{'GEN': 26, 'OBC': 14, 'SC': 7, 'ST': 3, 'EWS': 3}","{'Urban': 37, 'Rural': 16}",2 months,8000,Online,Research,UG,7.1,"Management, Commerce",2025-11-16
I2746,Swiggy,Smart Mobility,Patna,Gaya,Mobility,C++,Hindi,Patna,46,"{'GEN': 23, 'OBC': 12, 'SC': 6, 'ST': 3, 'EWS': 2}","{'Urban': 32, 'Rural': 14}",4 months,8000,Hybrid,NGO,PG,6.8,"Science, Engineering",2025-10-31
I2747,Ola,Smart Mobility,Patna,Gaya,Mobility,"Public Policy, ML",English,Patna,41,"{'GEN': 20, 'OBC': 11, 'SC': 6, 'ST': 3, 'EWS': 1}","{'Urban': 28, 'Rural': 13}",2 months,15000,Offline,Government,UG,6.9,"Arts, Management",2025-09-18
I2748,Paytm,Finance,Surat,Vadodara,Energy,"SQL, AI",English,Surat,59,"{'GEN': 29, 'OBC': 15, 'SC': 8, 'ST': 4, 'EWS': 3}","{'Urban': 41, 'Rural': 18}",2 months,5000,Offline,NGO,PhD,8.0,"Engineering, Science",2025-10-31
I2749,HDFC Bank,Finance,Gurugram,Delhi,Mobility,"Public Policy, App Dev",Regional,Gurugram,37,"{'GEN': 18, 'OBC': 9, 'SC': 5, 'ST': 2, 'EWS': 3}","{'Urban': 25, 'Rural': 12}",6 months,5000,Hybrid,Government,PhD,7.6,"Management, Commerce",2025-10-10
I2750,ISRO,Research,Noida,Delhi,Water Supply,"Finance, Web Dev",Regional,Noida,25,"{'GEN': 12, 'OBC': 6, 'SC': 3, 'ST': 1, 'EWS': 3}","{'Urban': 17, 'Rural': 8}",4 months,15000,Hybrid,Research,PG,8.1,"Engineering, Science",2025-11-01
I2751,IBM India,IT,Jaipur,Delhi,Mobility,"Cybersecurity, Blockchain, IoT",Regional,Jaipur,36,"{'GEN': 18, 'OBC': 9, 'SC': 5, 'ST': 2, 'EWS': 2}","{'Urban': 25, 'Rural': 11}",4 months,5000,Online,NGO,UG,7.0,"Commerce, Management",2025-11-24
I2752,Infosys,IT,Hyderabad,Warangal,Governance,Marketing,English,Hyderabad,26,"{'GEN': 13, 'OBC': 7, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 18, 'Rural': 8}",4 months,8000,Offline,NGO,UG,7.5,"Management, Commerce",2025-10-05
I2753,Ola,Smart Mobility,Patna,Gaya,Mobility,Finance,Hindi,Patna,57,"{'GEN': 28, 'OBC': 15, 'SC': 8, 'ST': 4, 'EWS': 2}","{'Urban': 39, 'Rural': 18}",4 months,10000,Hybrid,NGO,PhD,7.6,"Engineering, Science",2025-10-14
I2754,NTPC,Energy,Nagpur,Bangalore,Energy,"IoT, Cloud, Data Science",Regional,Nagpur,23,"{'GEN': 11, 'OBC': 6, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 16, 'Rural': 7}",6 months,10000,Online,NGO,PG,8.0,"Commerce, Management",2025-11-22
I2755,Amazon India,IT,Chandigarh,Delhi,Mobility,ML,Hindi,Chandigarh,28,"{'GEN': 14, 'OBC': 7, 'SC': 4, 'ST': 2, 'EWS': 1}","{'Urban': 19, 'Rural': 9}",3 months,0,Offline,Corporate,UG,7.9,"Arts, Management",2025-12-05
I2756,Tata Motors,Manufacturing,Patna,Gaya,Healthcare,"Public Policy, Java, IoT, Marketing",English,Patna,33,"{'GEN': 16, 'OBC': 8, 'SC': 4, 'ST': 2, 'EWS': 3}","{'Urban': 23, 'Rural': 10}",3 months,10000,Offline,Government,UG,7.0,"Engineering, Science",2025-12-02
I2757,HDFC Bank,Finance,Bangalore,Mysuru,Mobility,"App Dev, Data Science",English,Bangalore,41,"{'GEN': 20, 'OBC': 11, 'SC': 6, 'ST': 3, 'EWS': 1}","{'Urban': 28, 'Rural': 13}",3 months,15000,Hybrid,NGO,PG,6.4,"Commerce, Management",2025-09-22
I2758,HDFC Bank,Finance,Chennai,Coimbatore,Governance,"App Dev, ML, Web Dev",Hindi,Chennai,43,"{'GEN': 21, 'OBC': 11, 'SC': 6, 'ST': 3, 'EWS': 2}","{'Urban': 30, 'Rural': 13}",3 months,8000,Online,Corporate,UG,7.4,"Commerce, Management",2025-10-07
I2759,ONGC,Energy,Surat,Vadodara,Energy,"App Dev, Cybersecurity, Python",Hindi,Surat,53,"{'GEN': 26, 'OBC': 14, 'SC': 7, 'ST': 3, 'EWS': 3}","{'Urban': 37, 'Rural': 16}",2 months,0,Online,Research,PG,6.1,"Management, Commerce",2025-11-08
I2760,State Bank of India,Finance,Indore,Bhopal,Governance,"Web Dev, Blockchain",English,Indore,27,"{'GEN': 13, 'OBC': 7, 'SC': 4, 'ST': 2, 'EWS': 1}","{'Urban': 18, 'Rural': 9}",6 months,15000,Hybrid,NGO,PG,6.9,"Science, Engineering",2025-10-03
I2761,State Bank of India,Finance,Surat,Vadodara,Energy,"C++, Python, Finance, App Dev",Regional,Surat,58,"{'GEN': 29, 'OBC': 15, 'SC': 8, 'ST': 4, 'EWS': 2}","{'Urban': 40, 'Rural': 18}",6 months,0,Online,Corporate,PhD,6.4,"Arts, Management",2025-11-12
I2762,BYJU'S,Education,Patna,Gaya,Education,"IoT, Marketing, Blockchain, SQL",English,Patna,48,"{'GEN': 24, 'OBC': 12, 'SC': 7, 'ST': 3, 'EWS': 2}","{'Urban': 33, 'Rural': 15}",3 months,10000,Online,Research,PhD,7.5,"Arts, Management",2025-11-28
I2763,ONGC,Energy,Kolkata,Durgapur,Energy,"Java, ML",English,Kolkata,56,"{'GEN': 28, 'OBC': 15, 'SC': 8, 'ST': 4, 'EWS': 1}","{'Urban': 39, 'Rural': 17}",2 months,15000,Hybrid,Research,PhD,7.7,"Engineering, Science",2025-11-30
I2764,Tata Consultancy Services,IT,Chennai,Coimbatore,Mobility,Public Policy,English,Chennai,60,"{'GEN': 30, 'OBC': 16, 'SC': 9, 'ST': 4, 'EWS': 1}","{'Urban': 42, 'Rural': 18}",3 months,10000,Online,NGO,UG,7.1,"Science, Engineering",2025-11-06
I2765,Adobe India,IT,Chandigarh,Delhi,Water Supply,App Dev,Hindi,Chandigarh,27,"{'GEN': 13, 'OBC': 7, 'SC': 4, 'ST': 2, 'EWS': 1}","{'Urban': 18, 'Rural': 9}",6 months,5000,Offline,NGO,PhD,6.1,"Commerce, Management",2025-11-05
I2766,Paytm,Finance,Nagpur,Bangalore,Water Supply,"Python, Java, Public Policy, IoT",Hindi,Nagpur,38,"{'GEN': 19, 'OBC': 10, 'SC': 5, 'ST': 2, 'EWS': 2}","{'Urban': 26, 'Rural': 12}",2 months,8000,Offline,Government,PhD,6.6,"Commerce, Management",2025-10-27
I2767,Maruti Suzuki,Manufacturing,Jaipur,Delhi,Governance,ML,English,Jaipur,49,"{'GEN': 24, 'OBC': 13, 'SC': 7, 'ST': 3, 'EWS': 2}","{'Urban': 34, 'Rural': 15}",3 months,8000,Hybrid,NGO,UG,6.3,"Management, Commerce",2025-11-25
I2768,Zomato,Smart Mobility,Nagpur,Bangalore,Mobility,"Java, Cybersecurity, Blockchain, Marketing",Hindi,Nagpur,24,"{'GEN': 12, 'OBC': 6, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 16, 'Rural': 8}",6 months,15000,Offline,NGO,UG,8.2,"Commerce, Management",2025-10-07
I2769,Adobe India,IT,Chandigarh,Delhi,Mobility,"Finance, Web Dev, SQL, Data Science",English,Chandigarh,49,"{'GEN': 24, 'OBC': 13, 'SC': 7, 'ST': 3, 'EWS': 2}","{'Urban': 34, 'Rural': 15}",3 months,0,Offline,Corporate,PG,7.4,"Science, Engineering",2025-11-10
I2770,Zomato,Smart Mobility,Mumbai,Pune,Mobility,"Data Science, SQL",Regional,Mumbai,43,"{'GEN': 21, 'OBC': 11, 'SC': 6, 'ST': 3, 'EWS': 2}","{'Urban': 30, 'Rural': 13}",6 months,0,Offline,Corporate,PhD,7.9,"Commerce, Management",2025-09-27
I2771,Fortis Healthcare,Healthcare,Gurugram,Bangalore,Healthcare,App Dev,English,Gurugram,52,"{'GEN': 26, 'OBC': 14, 'SC': 7, 'ST': 3, 'EWS': 2}","{'Urban': 36, 'Rural': 16}",3 months,5000,Online,Corporate,PhD,8.1,"Engineering, Science",2025-12-04
I2772,PhonePe,Finance,Ahmedabad,Surat,Water Supply,"Cloud, ML, Web Dev",Hindi,Ahmedabad,33,"{'GEN': 16, 'OBC': 8, 'SC': 4, 'ST': 2, 'EWS': 3}","{'Urban': 23, 'Rural': 10}",6 months,15000,Online,Government,PhD,6.4,"Commerce, Management",2025-10-23
I2773,ISRO,Research,Delhi,Gurugram,Governance,"Data Science, C++",Regional,Delhi,28,"{'GEN': 14, 'OBC': 7, 'SC': 4, 'ST': 2, 'EWS': 1}","{'Urban': 19, 'Rural': 9}",6 months,8000,Offline,NGO,PG,6.2,"Management, Commerce",2025-11-08
I2774,NTPC,Energy,Guwahati,Kolkata,Energy,SQL,Regional,Guwahati,28,"{'GEN': 14, 'OBC': 7, 'SC': 4, 'ST': 2, 'EWS': 1}","{'Urban': 19, 'Rural': 9}",3 months,5000,Hybrid,NGO,UG,8.2,"Management, Commerce",2025-10-26
I2775,Tata Consultancy Services,IT,Kolkata,Durgapur,Energy,"Cloud, IoT",English,Kolkata,28,"{'GEN': 14, 'OBC': 7, 'SC': 4, 'ST': 2, 'EWS': 1}","{'Urban': 19, 'Rural': 9}",3 months,0,Offline,Government,UG,6.6,"Arts, Management",2025-10-17
I2776,Infosys,IT,Indore,Bhopal,Healthcare,ML,Hindi,Indore,36,"{'GEN': 18, 'OBC': 9, 'SC': 5, 'ST': 2, 'EWS': 2}","{'Urban': 25, 'Rural': 11}",6 months,10000,Hybrid,NGO,PhD,6.9,"Engineering, Science",2025-10-26
I2777,Ola,Smart Mobility,Jaipur,Delhi,Mobility,SQL,Regional,Jaipur,27,"{'GEN': 13, 'OBC': 7, 'SC': 4, 'ST': 2, 'EWS': 1}","{'Urban': 18, 'Rural': 9}",2 months,0,Offline,NGO,PhD,7.0,"Science, Engineering",2025-11-27
I2778,Tech Mahindra,IT,Hyderabad,Warangal,Healthcare,Public Policy,English,Hyderabad,42,"{'GEN': 21, 'OBC': 11, 'SC': 6, 'ST': 3, 'EWS': 1}","{'Urban': 29, 'Rural': 13}",2 months,15000,Online,Government,PhD,6.1,"Commerce, Management",2025-09-25
I2779,Paytm,Finance,Lucknow,Kanpur,Water Supply,Java,Regional,Lucknow,36,"{'GEN': 18, 'OBC': 9, 'SC': 5, 'ST': 2, 'EWS': 2}","{'Urban': 25, 'Rural': 11}",2 months,5000,Offline,Corporate,PhD,7.6,"Management, Commerce",2025-10-07
I2780,ICICI Bank,Finance,Pune,Mumbai,Energy,Marketing,English,Pune,24,"{'GEN': 12, 'OBC': 6, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 16, 'Rural': 8}",3 months,0,Online,NGO,PhD,7.2,"Commerce, Management",2025-09-18
I2781,IBM India,IT,Chandigarh,Delhi,Water Supply,Python,Hindi,Chandigarh,20,"{'GEN': 10, 'OBC': 5, 'SC': 3, 'ST': 1, 'EWS': 1}","{'Urban': 14, 'Rural': 6}",6 months,10000,Hybrid,NGO,PhD,8.3,"Commerce, Management",2025-12-04
I2782,Apollo Hospitals,Healthcare,Bangalore,Mysuru,Healthcare,"Public Policy, Cloud, Python",Regional,Bangalore,57,"{'GEN': 28, 'OBC': 15, 'SC': 8, 'ST': 4, 'EWS': 2}","{'Urban': 39, 'Rural': 18}",2 months,5000,Online,Research,UG,6.0,"Science, Engineering",2025-09-27
I2783,Wipro,IT,Chennai,Coimbatore,Mobility,"Web Dev, Data Science, Python",English,Chennai,26,"{'GEN': 13, 'OBC': 7, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 18, 'Rural': 8}",6 months,8000,Offline,Research,UG,6.0,"Science, Engineering",2025-10-08
I2784,Amazon India,IT,Bhopal,Indore,Energy,"Cloud, Web Dev, Public Policy",Regional,Bhopal,28,"{'GEN': 14, 'OBC': 7, 'SC': 4, 'ST': 2, 'EWS': 1}","{'Urban': 19, 'Rural': 9}",3 months,5000,Offline,Government,PhD,7.8,"Engineering, Science",2025-11-06
I2785,Tata Motors,Manufacturing,Nagpur,Bangalore,Mobility,Cybersecurity,Hindi,Nagpur,50,"{'GEN': 25, 'OBC': 13, 'SC': 7, 'ST': 3, 'EWS': 2}","{'Urban': 35, 'Rural': 15}",4 months,15000,Hybrid,NGO,PG,8.3,"Management, Commerce",2025-10-15
I2786,Swiggy,Smart Mobility,Delhi,Gurugram,Mobility,Finance,English,Delhi,44,"{'GEN': 22, 'OBC': 11, 'SC': 6, 'ST': 3, 'EWS': 2}","{'Urban': 30, 'Rural': 14}",4 months,0,Online,Corporate,UG,7.2,"Commerce, Management",2025-10-28
I2787,Tata Motors,Manufacturing,Noida,Delhi,Healthcare,"C++, Marketing, Java, ML",Regional,Noida,22,"{'GEN': 11, 'OBC': 5, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 15, 'Rural': 7}",3 months,5000,Hybrid,Government,PG,7.9,"Arts, Management",2025-09-30
I2788,Paytm,Finance,Ahmedabad,Surat,Healthcare,Blockchain,Hindi,Ahmedabad,43,"{'GEN': 21, 'OBC': 11, 'SC': 6, 'ST': 3, 'EWS': 2}","{'Urban': 30, 'Rural': 13}",6 months,0,Hybrid,Corporate,PG,6.5,"Commerce, Management",2025-10-24
I2789,Fortis Healthcare,Healthcare,Chennai,Coimbatore,Healthcare,"Cybersecurity, Finance, C++",Regional,Chennai,54,"{'GEN': 27, 'OBC': 14, 'SC': 8, 'ST': 4, 'EWS': 1}","{'Urban': 37, 'Rural': 17}",3 months,10000,Online,Government,PG,7.5,"Engineering, Science",2025-10-26
I2790,ONGC,Energy,Pune,Mumbai,Energy,"Public Policy, Data Science, Marketing",Hindi,Pune,29,"{'GEN': 14, 'OBC': 7, 'SC': 4, 'ST': 2, 'EWS': 2}","{'Urban': 20, 'Rural': 9}",4 months,5000,Offline,Research,PG,6.5,"Commerce, Management",2025-10-14
I2791,Adobe India,IT,Bangalore,Mysuru,Waste Management,"Java, C++, Data Science",Hindi,Bangalore,54,"{'GEN': 27, 'OBC': 14, 'SC': 8, 'ST': 4, 'EWS': 1}","{'Urban': 37, 'Rural': 17}",4 months,5000,Hybrid,Government,UG,8.1,"Management, Commerce",2025-10-27
I2792,PhonePe,Finance,Indore,Bhopal,Healthcare,"Blockchain, ML, Python, Cloud",Hindi,Indore,42,"{'GEN': 21, 'OBC': 11, 'SC': 6, 'ST': 3, 'EWS': 1}","{'Urban': 29, 'Rural': 13}",2 months,10000,Hybrid,Government,UG,7.8,"Engineering, Science",2025-10-18
I2793,Flipkart,E-Governance,Gurugram,Delhi,E-Governance,"C++, Cloud, Public Policy, Cybersecurity",Regional,Gurugram,47,"{'GEN': 23, 'OBC': 12, 'SC': 7, 'ST': 3, 'EWS': 2}","{'Urban': 32, 'Rural': 15}",3 months,15000,Offline,NGO,UG,7.8,"Management, Commerce",2025-11-09
I2794,BYJU'S,Education,Jaipur,Delhi,Education,"Python, Web Dev, Public Policy, Cybersecurity",Hindi,Jaipur,56,"{'GEN': 28, 'OBC': 15, 'SC': 8, 'ST': 4, 'EWS': 1}","{'Urban': 39, 'Rural': 17}",3 months,10000,Online,Corporate,PG,6.9,"Engineering, Science",2025-10-29
I2795,Wipro,IT,Gurugram,Hyderabad,Mobility,"ML, Public Policy, Blockchain",Regional,Gurugram,29,"{'GEN': 14, 'OBC': 7, 'SC': 4, 'ST': 2, 'EWS': 2}","{'Urban': 20, 'Rural': 9}",2 months,8000,Online,Research,PhD,6.2,"Engineering, Science",2025-10-29
I2796,Mahindra & Mahindra,Manufacturing,Hyderabad,Warangal,Governance,"Cybersecurity, App Dev",Regional,Hyderabad,44,"{'GEN': 22, 'OBC': 11, 'SC': 6, 'ST': 3, 'EWS': 2}","{'Urban': 30, 'Rural': 14}",4 months,10000,Offline,NGO,PhD,7.8,"Commerce, Management",2025-12-03
I2797,Flipkart,E-Governance,Lucknow,Kanpur,E-Governance,"Finance, ML",Hindi,Lucknow,35,"{'GEN': 17, 'OBC': 9, 'SC': 5, 'ST': 2, 'EWS': 2}","{'Urban': 24, 'Rural': 11}",3 months,8000,Hybrid,Government,PhD,7.5,"Commerce, Management",2025-10-18
I2798,BYJU'S,Education,Lucknow,Kanpur,Education,"Marketing, Cybersecurity, Python",Hindi,Lucknow,38,"{'GEN': 19, 'OBC': 10, 'SC': 5, 'ST': 2, 'EWS': 2}","{'Urban': 26, 'Rural': 12}",3 months,10000,Online,Research,PhD,7.5,"Engineering, Science",2025-11-11
I2799,Swiggy,Smart Mobility,Indore,Bhopal,Mobility,"Web Dev, Cloud, App Dev, Public Policy",English,Indore,37,"{'GEN': 18, 'OBC': 9, 'SC': 5, 'ST': 2, 'EWS': 3}","{'Urban': 25, 'Rural': 12}",4 months,8000,Offline,Research,PhD,8.4,"Commerce, Management",2025-09-28
I2800,ISRO,Research,Patna,Gaya,Water Supply,"AI, Blockchain, Finance",English,Patna,35,"{'GEN': 17, 'OBC': 9, 'SC': 5, 'ST': 2, 'EWS': 2}","{'Urban': 24, 'Rural': 11}",2 months,10000,Offline,Government,UG,8.3,"Arts, Management",2025-10-07
I2801,Tata Motors,Manufacturing,Patna,Gaya,Governance,"ML, Python, Finance, Cloud",Regional,Patna,42,"{'GEN': 21, 'OBC': 11, 'SC': 6, 'ST': 3, 'EWS': 1}","{'Urban': 29, 'Rural': 13}",2 months,8000,Online,Government,PhD,8.2,"Science, Engineering",2025-09-25
I2802,Maruti Suzuki,Manufacturing,Noida,Delhi,Energy,"IoT, Cybersecurity",English,Noida,29,"{'GEN': 14, 'OBC': 7, 'SC': 4, 'ST': 2, 'EWS': 2}","{'Urban': 20, 'Rural': 9}",6 months,8000,Online,NGO,PhD,7.9,"Science, Engineering",2025-10-19
I2803,Fortis Healthcare,Healthcare,Gurugram,Pune,Healthcare,Cloud,Hindi,Gurugram,44,"{'GEN': 22, 'OBC': 11, 'SC': 6, 'ST': 3, 'EWS': 2}","{'Urban': 30, 'Rural': 14}",4 months,5000,Offline,Government,PhD,6.8,"Commerce, Management",2025-11-20
I2804,Zomato,Smart Mobility,Indore,Bhopal,Mobility,Finance,Regional,Indore,59,"{'GEN': 29, 'OBC': 15, 'SC': 8, 'ST': 4, 'EWS': 3}","{'Urban': 41, 'Rural': 18}",6 months,5000,Online,Corporate,PG,6.4,"Science, Engineering",2025-10-07
I2805,ONGC,Energy,Lucknow,Kanpur,Energy,"SQL, C++, Blockchain",Regional,Lucknow,55,"{'GEN': 27, 'OBC': 14, 'SC': 8, 'ST': 4, 'EWS': 2}","{'Urban': 38, 'Rural': 17}",3 months,0,Hybrid,Corporate,PG,7.1,"Science, Engineering",2025-10-26
I2806,BYJU'S,Education,Patna,Gaya,Education,Data Science,Hindi,Patna,49,"{'GEN': 24, 'OBC': 13, 'SC': 7, 'ST': 3, 'EWS': 2}","{'Urban': 34, 'Rural': 15}",2 months,0,Online,Research,PG,6.7,"Management, Commerce",2025-10-26
I2807,State Bank of India,Finance,Patna,Gaya,Mobility,"Public Policy, IoT",Regional,Patna,52,"{'GEN': 26, 'OBC': 14, 'SC': 7, 'ST': 3, 'EWS': 2}","{'Urban': 36, 'Rural': 16}",3 months,0,Online,Government,PG,7.1,"Engineering, Science",2025-10-05
I2808,Swiggy,Smart Mobility,Noida,Delhi,Mobility,"AI, Public Policy, C++, Cybersecurity",Regional,Noida,41,"{'GEN': 20, 'OBC': 11, 'SC': 6, 'ST': 3, 'EWS': 1}","{'Urban': 28, 'Rural': 13}",4 months,8000,Offline,NGO,PG,8.2,"Science, Engineering",2025-10-18
I2809,HCLTech,IT,Ahmedabad,Surat,Governance,C++,English,Ahmedabad,32,"{'GEN': 16, 'OBC': 8, 'SC': 4, 'ST': 2, 'EWS': 2}","{'Urban': 22, 'Rural': 10}",2 months,15000,Hybrid,Research,PG,8.5,"Management, Commerce",2025-10-17
I2810,IBM India,IT,Chandigarh,Delhi,Water Supply,AI,Hindi,Chandigarh,22,"{'GEN': 11, 'OBC': 5, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 15, 'Rural': 7}",6 months,5000,Offline,Research,UG,6.3,"Science, Engineering",2025-11-05
I2811,IBM India,IT,Jaipur,Delhi,Healthcare,"C++, Blockchain, Public Policy, App Dev",Regional,Jaipur,56,"{'GEN': 28, 'OBC': 15, 'SC': 8, 'ST': 4, 'EWS': 1}","{'Urban': 39, 'Rural': 17}",4 months,10000,Hybrid,Corporate,UG,6.8,"Management, Commerce",2025-11-16
I2812,Tata Consultancy Services,IT,Hyderabad,Warangal,Water Supply,"AI, IoT, Java, ML",Regional,Hyderabad,50,"{'GEN': 25, 'OBC': 13, 'SC': 7, 'ST': 3, 'EWS': 2}","{'Urban': 35, 'Rural': 15}",4 months,8000,Offline,NGO,PG,8.0,"Arts, Management",2025-11-28
I2813,AIIMS,Healthcare,Kolkata,Durgapur,Healthcare,"SQL, Blockchain",Hindi,Kolkata,58,"{'GEN': 29, 'OBC': 15, 'SC': 8, 'ST': 4, 'EWS': 2}","{'Urban': 40, 'Rural': 18}",2 months,8000,Hybrid,NGO,PG,7.7,"Management, Commerce",2025-10-07
I2814,Wipro,IT,Ahmedabad,Surat,Healthcare,"Marketing, Public Policy",English,Ahmedabad,30,"{'GEN': 15, 'OBC': 8, 'SC': 4, 'ST': 2, 'EWS': 1}","{'Urban': 21, 'Rural': 9}",4 months,10000,Hybrid,Corporate,PG,8.4,"Arts, Management",2025-11-27
I2815,Wipro,IT,Noida,Delhi,Energy,Marketing,Regional,Noida,50,"{'GEN': 25, 'OBC': 13, 'SC': 7, 'ST': 3, 'EWS': 2}","{'Urban': 35, 'Rural': 15}",4 months,15000,Offline,Corporate,PG,7.9,"Management, Commerce",2025-10-14
I2816,Maruti Suzuki,Manufacturing,Noida,Delhi,Mobility,"Cloud, Java, AI",Hindi,Noida,50,"{'GEN': 25, 'OBC': 13, 'SC': 7, 'ST': 3, 'EWS': 2}","{'Urban': 35, 'Rural': 15}",6 months,15000,Online,Corporate,PG,6.9,"Commerce, Management",2025-11-22
I2817,Wipro,IT,Surat,Vadodara,Waste Management,"Web Dev, C++, Cloud, Java",English,Surat,47,"{'GEN': 23, 'OBC': 12, 'SC': 7, 'ST': 3, 'EWS': 2}","{'Urban': 32, 'Rural': 15}",2 months,0,Hybrid,Corporate,PhD,7.1,"Science, Engineering",2025-11-10
I2818,State Bank of India,Finance,Mumbai,Pune,Waste Management,"SQL, App Dev",English,Mumbai,22,"{'GEN': 11, 'OBC': 5, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 15, 'Rural': 7}",6 months,10000,Offline,Research,PG,6.6,"Arts, Management",2025-11-02
I2819,Ola,Smart Mobility,Indore,Bhopal,Mobility,"SQL, AI, Marketing, C++",English,Indore,35,"{'GEN': 17, 'OBC': 9, 'SC': 5, 'ST': 2, 'EWS': 2}","{'Urban': 24, 'Rural': 11}",6 months,5000,Offline,Corporate,UG,7.8,"Engineering, Science",2025-09-17
I2820,PhonePe,Finance,Hyderabad,Warangal,Mobility,C++,Regional,Hyderabad,37,"{'GEN': 18, 'OBC': 9, 'SC': 5, 'ST': 2, 'EWS': 3}","{'Urban': 25, 'Rural': 12}",4 months,5000,Hybrid,NGO,UG,7.8,"Engineering, Science",2025-12-01
I2821,Tata Motors,Manufacturing,Indore,Bhopal,Water Supply,"IoT, Data Science",Regional,Indore,20,"{'GEN': 10, 'OBC': 5, 'SC': 3, 'ST': 1, 'EWS': 1}","{'Urban': 14, 'Rural': 6}",3 months,5000,Hybrid,Research,UG,7.0,"Science, Engineering",2025-12-04
I2822,Infosys,IT,Surat,Vadodara,Energy,Data Science,Regional,Surat,42,"{'GEN': 21, 'OBC': 11, 'SC': 6, 'ST': 3, 'EWS': 1}","{'Urban': 29, 'Rural': 13}",2 months,5000,Offline,NGO,PG,6.6,"Engineering, Science",2025-10-16
I2823,Infosys,IT,Bhopal,Indore,Waste Management,"C++, IoT, Finance, Blockchain",Hindi,Bhopal,38,"{'GEN': 19, 'OBC': 10, 'SC': 5, 'ST': 2, 'EWS': 2}","{'Urban': 26, 'Rural': 12}",4 months,0,Offline,Government,PG,7.9,"Management, Commerce",2025-11-06
I2824,Tata Consultancy Services,IT,Delhi,Gurugram,Energy,"Java, Web Dev, SQL",English,Delhi,37,"{'GEN': 18, 'OBC': 9, 'SC': 5, 'ST': 2, 'EWS': 3}","{'Urban': 25, 'Rural': 12}",4 months,15000,Offline,Research,PhD,8.2,"Arts, Management",2025-10-02
I2825,Zomato,Smart Mobility,Nagpur,Mumbai,Mobility,"Java, Cybersecurity, Cloud, Python",Regional,Nagpur,57,"{'GEN': 28, 'OBC': 15, 'SC': 8, 'ST': 4, 'EWS': 2}","{'Urban': 39, 'Rural': 18}",6 months,8000,Offline,Government,UG,6.2,"Engineering, Science",2025-10-19
I2826,BYJU'S,Education,Chennai,Coimbatore,Education,"Finance, Java, Python",English,Chennai,30,"{'GEN': 15, 'OBC': 8, 'SC': 4, 'ST': 2, 'EWS': 1}","{'Urban': 21, 'Rural': 9}",4 months,10000,Hybrid,Corporate,UG,6.2,"Management, Commerce",2025-11-20
I2827,Maruti Suzuki,Manufacturing,Nagpur,Bangalore,Healthcare,"App Dev, Cybersecurity, AI",Hindi,Nagpur,58,"{'GEN': 29, 'OBC': 15, 'SC': 8, 'ST': 4, 'EWS': 2}","{'Urban': 40, 'Rural': 18}",4 months,5000,Online,Research,PG,6.7,"Science, Engineering",2025-11-18
I2828,Apollo Hospitals,Healthcare,Hyderabad,Warangal,Healthcare,"Finance, App Dev",English,Hyderabad,40,"{'GEN': 20, 'OBC': 10, 'SC': 6, 'ST': 3, 'EWS': 1}","{'Urban': 28, 'Rural': 12}",2 months,0,Online,NGO,PhD,7.6,"Science, Engineering",2025-09-28
I2829,Apollo Hospitals,Healthcare,Gurugram,Hyderabad,Healthcare,SQL,Hindi,Gurugram,58,"{'GEN': 29, 'OBC': 15, 'SC': 8, 'ST': 4, 'EWS': 2}","{'Urban': 40, 'Rural': 18}",4 months,0,Hybrid,Government,PhD,7.3,"Engineering, Science",2025-10-10
I2830,Amazon India,IT,Gurugram,Hyderabad,Energy,"IoT, Finance, C++",Regional,Gurugram,51,"{'GEN': 25, 'OBC': 13, 'SC': 7, 'ST': 3, 'EWS': 3}","{'Urban': 35, 'Rural': 16}",4 months,10000,Hybrid,NGO,PhD,7.8,"Arts, Management",2025-10-07
I2831,Amazon India,IT,Noida,Delhi,Energy,"AI, Marketing",English,Noida,44,"{'GEN': 22, 'OBC': 11, 'SC': 6, 'ST': 3, 'EWS': 2}","{'Urban': 30, 'Rural': 14}",4 months,8000,Hybrid,Corporate,UG,7.3,"Commerce, Management",2025-09-26
I2832,HCLTech,IT,Lucknow,Kanpur,Healthcare,"Web Dev, Cloud",Regional,Lucknow,23,"{'GEN': 11, 'OBC': 6, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 16, 'Rural': 7}",4 months,10000,Offline,Research,UG,7.0,"Management, Commerce",2025-11-13
